tool		CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856
run set		r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value
/Users/ludwig/home/Studium/Bachelor Informatik/9. Semester/cpachecker/Notizen/Experimente/4_reproducibility/integration-nightly-value/4_700s_noitlimit_safetyzone/programs/benchmarks/		status	CPU Time (s)	Wall Time (s)	Memory (MB)	Size of reached set	Number of iterations	Number of abstraction computations
array-fpi/s1if.yml	true	unknown	5.84127859	3.1118542019976303	147.234816	33	34	38
array-fpi/s1iff.yml	false	unknown	5.4343809	2.89685438098968	136.179712	33	34	38
array-fpi/s1lif.yml	true	unknown	5.338765165	2.8040891160198953	142.888960	38	39	44
array-fpi/s1liff.yml	false	unknown	5.166078705	2.7395904270233586	142.684160	38	39	44
array-fpi/s22if.yml	true	unknown	5.764123157	3.0683099890011363	132.161536	43	44	50
array-fpi/s22iff.yml	false	unknown	5.490462939	2.916585489991121	134.275072	43	44	50
array-fpi/s2if.yml	true	unknown	5.738835095	3.021877635997953	140.820480	33	34	38
array-fpi/s2iff.yml	false	unknown	5.512557401	2.9350097549904604	139.014144	33	34	38
array-fpi/s2lif.yml	true	unknown	5.434555133	2.8889020640053786	138.403840	38	39	44
array-fpi/s2liff.yml	false	unknown	5.79282791	3.0756893180077896	140.652544	38	39	44
array-fpi/s32if.yml	true	unknown	5.636642676	2.9774462709901854	143.294464	43	44	50
array-fpi/s32iff.yml	false	unknown	5.319881863	2.802427804999752	136.663040	43	44	50
array-fpi/s3if.yml	true	unknown	5.421566635	2.8313402780040633	142.012416	33	34	38
array-fpi/s3iff.yml	false	unknown	5.206077726	2.795749106997391	136.110080	33	34	38
array-fpi/s3lif.yml	true	unknown	5.489646992	2.9013387570157647	138.932224	38	39	44
array-fpi/s3liff.yml	false	unknown	5.891605928	3.0746425339893904	142.782464	38	39	44
array-fpi/s42if.yml	true	unknown	5.451824023	2.9324678409902845	133.177344	43	44	50
array-fpi/s42iff.yml	false	unknown	5.406329392	2.8964030889910646	142.217216	43	44	50
array-fpi/s4if.yml	true	unknown	5.416829896	2.8619088220002595	142.573568	33	34	38
array-fpi/s4iff.yml	false	unknown	5.419157024	2.871241988003021	134.307840	33	34	38
array-fpi/s4lif.yml	true	unknown	5.391118058	2.839874782017432	137.007104	38	39	44
array-fpi/s4liff.yml	false	unknown	5.219274121	2.7505956460081507	142.499840	38	39	44
array-fpi/s52if.yml	true	unknown	6.291165378	3.3077450819837395	137.363456	43	44	50
array-fpi/s52iff.yml	false	unknown	5.432843505	2.826478026981931	141.373440	43	44	50
array-fpi/s5if.yml	true	unknown	5.190512934	2.7495684930181596	141.778944	33	34	38
array-fpi/s5iff.yml	false	unknown	5.498690281	2.9174928909924347	143.249408	33	34	38
array-fpi/s5lif.yml	true	unknown	5.609981013	2.9189047620166093	137.351168	38	39	44
array-fpi/s5liff.yml	false	unknown	5.828663705	3.0671412039955612	132.460544	38	39	44
array-fpi/sina1.yml	true	unknown	5.548046436	2.9516557680035476	141.127680	33	34	38
array-fpi/sina1f.yml	false	unknown	5.476768575	2.881040348991519	135.802880	33	34	38
array-fpi/sina2.yml	true	unknown	5.579895393	2.91725177000626	142.635008	38	39	44
array-fpi/sina2f.yml	false	unknown	5.189013744	2.7765418449998833	138.309632	38	39	44
array-fpi/sina3.yml	true	unknown	5.458432844	2.888254051009426	131.522560	43	44	50
array-fpi/sina3f.yml	false	unknown	5.894365953	3.153340772987576	141.619200	43	44	50
array-fpi/sina4.yml	true	unknown	5.784054046	3.0335265659959987	132.186112	43	44	50
array-fpi/sina4f.yml	false	unknown	5.577558971	2.9228070139943156	140.939264	43	44	50
array-fpi/sina5.yml	true	unknown	6.307844739	3.3387069230084307	141.758464	48	49	56
array-fpi/sina5f.yml	false	unknown	6.650988182	3.506058992992621	138.477568	48	49	56
